RECEIVED_DATE,EMPLOYER_STATE_PROVINCE,PW_SOC_CODE,PW_SOC_TITLE,SOC_MAJOR_GROUP,PW_SKILL_LEVEL,PW_WAGE,WORKSITE_STATE,MINIMUM_EDUCATION,SUBMISSION_MONTH,SUBMISSION_YEAR,CASE_STATUS,PROCESSING_TIME_DAYS
2023-01-13,GEORGIA,47-2051,Cement Masons and Concrete Finishers,47,Level I,28600.0,GEORGIA,Unknown,1,2023,Certified,642
2023-01-13,GEORGIA,47-2051,Cement Masons and Concrete Finishers,47,Level I,28600.0,GEORGIA,Unknown,1,2023,Certified,642
2023-01-13,GEORGIA,47-2051,Cement Masons and Concrete Finishers,47,Level I,28600.0,GEORGIA,Unknown,1,2023,Certified,642
2023-01-13,GEORGIA,47-2051,Cement Masons and Concrete Finishers,47,Level I,28600.0,GEORGIA,Unknown,1,2023,Certified,642
2023-01-13,GEORGIA,47-2051.00,Cement Masons and Concrete Finishers,47,Level I,28600.0,GEORGIA,Unknown,1,2023,Certified,642
2023-01-13,GEORGIA,47-2051.00,Cement Masons and Concrete Finishers,47,Level I,28600.0,GEORGIA,Unknown,1,2023,Certified,642
2023-01-13,GEORGIA,47-2051.00,Cement Masons and Concrete Finishers,47,Level I,28600.0,GEORGIA,Unknown,1,2023,Certified,642
2023-01-13,GEORGIA,47-2051.00,Cement Masons and Concrete Finishers,47,Level I,28600.0,GEORGIA,Unknown,1,2023,Certified,642
2023-01-13,GEORGIA,47-2051.00,Cement Masons and Concrete Finishers,47,Level I,28600.0,GEORGIA,Unknown,1,2023,Certified,642
2023-01-13,GEORGIA,47-2051.00,Cement Masons and Concrete Finishers,47,Level I,28600.0,GEORGIA,Unknown,1,2023,Certified,642
2023-01-13,GEORGIA,47-2051.00,Cement Masons and Concrete Finishers,47,Level I,28600.0,GEORGIA,Unknown,1,2023,Certified,642
2023-01-13,GEORGIA,47-2051.00,Cement Masons and Concrete Finishers,47,Level I,28600.0,GEORGIA,Unknown,1,2023,Certified,642
2023-01-13,GEORGIA,47-2051.00,Cement Masons and Concrete Finishers,47,Level I,28600.0,GEORGIA,Unknown,1,2023,Certified,642
2023-01-13,GEORGIA,47-2051.00,Cement Masons and Concrete Finishers,47,Level I,28600.0,GEORGIA,Unknown,1,2023,Certified,642
2023-01-13,GEORGIA,47-2051.00,Cement Masons and Concrete Finishers,47,Level I,28600.0,GEORGIA,Unknown,1,2023,Certified,642
2022-12-08,MARYLAND,43-9061,Office Clerk,43,Level IV,53456.0,MARYLAND,Unknown,12,2022,Denied,679
2022-12-01,GEORGIA,47-2044.00,GRANITE COUNTERTOP INSTALLER,47,Level IV,44699.0,GEORGIA,High School,12,2022,Denied,686
2022-08-04,OHIO,47-4091.00,PAVER,47,Level II,26603.0,OHIO,Unknown,8,2022,Certified,805
2022-12-07,TEXAS texas,51-3023,Slaughterers and Meat Packers,51,Level III,26624.0,TEXAS,Unknown,12,2022,Certified,680
2022-07-05,OHIO,15-1132,"Software Developers, Applications",15,Level II,85571.0,OHIO,Master's,7,2022,Certified,836
2022-07-05,OHIO,15-1132,"Software Developers, Applications",15,Level II,85571.0,OHIO,Master's,7,2022,Certified,836
2022-07-05,OHIO,15-1132,"Software Developers, Applications",15,Level II,85571.0,OHIO,Master's,7,2022,Certified,836
2023-02-28,NEW JERSEY,13-1082.00,Project Management Specialists,13,Level II,92290.0,NEW JERSEY,Bachelor's,2,2023,Certified,601
2023-01-18,CALIFORNIA,15-1132,"Software Developers, Applications",15,Level III,144726.0,CALIFORNIA,Master's,1,2023,Certified,642
2023-02-27,NEW JERSEY,15-1211.00,Computer Systems Analysts,15,Level III,117042.0,NEW JERSEY,Master's,2,2023,Certified,602
2023-02-15,NEW JERSEY,15-1211.00,Computer Systems Analysts,15,Level II,95514.0,NEW JERSEY,Bachelor's,2,2023,Certified,614
2022-09-22,NEW YORK,27-1025.00,Interior Designer,27,Level I,42120.0,NEW YORK,Bachelor's,9,2022,Certified,760
2023-03-07,MASSACHUSETTS,29-1216.00,General Internal Medicine Physicians,29,Level II,79123.0,MASSACHUSETTS,Other,3,2023,Certified,594
2023-03-07,MASSACHUSETTS,29-1216.00,General Internal Medicine Physicians,29,Level II,79123.0,MASSACHUSETTS,Other,3,2023,Certified,594
2022-10-06,KENTUCKY,49-3041,FARM EQUIPMENT MECHANICS AND SERVICE TECHNICIANS,49,Level III,35443.0,KENTUCKY,Unknown,10,2022,Certified,746
2023-04-20,PENNSYLVANIA CLEMENS FOOD GROUP LLC,51-3023.00,Packers,51,Level I,35880.0,MICHIGAN,Unknown,4,2023,Certified,550
2023-04-20,PENNSYLVANIA CLEMENS FOOD GROUP LLC,51-3023.00,Packers,51,Level I,35880.0,MICHIGAN,Unknown,4,2023,Certified,550
2023-04-20,PENNSYLVANIA CLEMENS FOOD GROUP LLC,51-3023.00,Packers,51,Level I,35880.0,MICHIGAN,Unknown,4,2023,Certified,550
2023-01-11,ARIZONA,53-3032,HEAVY AND TRACTORTRAILER TRUCK DRIVERS,53,Level III,39853.0,ARIZONA,Unknown,1,2023,Certified,649
2022-11-15,NEW YORK,13-2011,Accountants and Auditors,13,Level IV,131206.0,NEW YORK,Master's,11,2022,Denied,707
2021-11-04,NEW YORK,15-1121,Computer Systems Analysts,15,Level IV,135866.0,NEW YORK,Bachelor's,11,2021,Withdrawn,1083
2022-09-01,WASHINGTON,15-1121,Computer Systems Analysts,15,Level II,104021.0,CALIFORNIA,Master's,9,2022,Denied,782
2022-07-08,NEW YORK,15-1132,Full Stack Software Engineer,15,Level I,75462.0,NEW YORK,Bachelor's,7,2022,Denied,837
2022-07-16,ILLINOIS,15-1132,"Software Developers, Applications",15,Level IV,125445.0,ILLINOIS,Bachelor's,7,2022,Denied,829
2022-09-07,MINNESOTA,15-1132,"Software Developers, Applications",15,Level IV,125798.0,MINNESOTA,Master's,9,2022,Denied,776
2022-10-26,ILLINOIS,15-1132,"Software Developers, Applications",15,Level IV,128315.0,TEXAS,Bachelor's,10,2022,Denied,727
2022-11-17,MISSOURI,15-1132,Software Developer,15,Level III,85155.0,MISSOURI,Bachelor's,11,2022,Denied,705
2022-11-17,MISSOURI,15-1132,Software Developer,15,Level III,85155.0,MISSOURI,Bachelor's,11,2022,Denied,705
2022-10-04,DELAWARE,15-1133,"Software Developers, Systems Software",15,Level III,108493.0,PENNSYLVANIA,Doctorate,10,2022,Denied,749
2022-11-16,NEW YORK,15-1199,"Computer Occupations, All Other",15,Level IV,89482.0,MICHIGAN,Bachelor's,11,2022,Denied,706
2022-12-12,CALIFORNIA,15-1252.00,Software Developers,15,Level II,132870.0,CALIFORNIA,Master's,12,2022,Denied,680
2022-12-12,CALIFORNIA,15-1252.00,Software Developers,15,Level II,132870.0,CALIFORNIA,Master's,12,2022,Denied,680
2022-07-20,OHIO,17-2031,Biomedical Engineers,17,Level IV,110302.0,CALIFORNIA,Bachelor's,7,2022,Denied,825
2022-10-04,OHIO,17-2141,Mechanical Engineers,17,Level IV,79789.0,MISSISSIPPI,Bachelor's,10,2022,Denied,749
2022-09-26,MICHIGAN,17-2199,"Engineers, All Other",17,Level I,61568.0,MICHIGAN,Bachelor's,9,2022,Denied,757
2022-10-24,MINNESOTA,17-2199,Validation Engineers,17,Level II,91166.0,CALIFORNIA,Master's,10,2022,Denied,729
2022-10-07,PUERTO RICO,25-1022,Assistant Professor,25,Level II,44320.0,PUERTO RICO,Doctorate,10,2022,Denied,746
2022-09-13,CALIFORNIA,27-1022,Fashion Designers,27,Level III,99653.0,CALIFORNIA,High School,9,2022,Denied,770
2022-11-10,FLORIDA Broward,27-2022.00,Baseball Coach,27,Level I,22920.0,FLORIDA,High School,11,2022,Denied,712
2022-11-07,ILLINOIS,29-1021,"Dentists, General",29,Level I,77730.0,MICHIGAN,Other,11,2022,Denied,715
2022-09-21,ARKANSAS,29-2011,MEDICAL TECHNOLOGIST,29,Level II,18.89,ARKANSAS,Bachelor's,9,2022,Denied,762
2021-11-22,VIRGINIA,31-1014,Nursing  Assistants,31,Level I,27643.0,VIRGINIA,Unknown,11,2021,Denied,1065
2021-11-22,VIRGINIA,31-1014,Nursing  Assistants,31,Level I,27643.0,VIRGINIA,Unknown,11,2021,Denied,1065
2021-11-22,VIRGINIA,31-1014,Nursing  Assistants,31,Level I,27643.0,VIRGINIA,Unknown,11,2021,Denied,1065
2022-09-15,UTAH,35-1011,CHEF SUPERVISOR,35,Unknown,20.0,UTAH,High School,9,2022,Denied,768
2022-11-04,SOUTH CAROLINA,35-1012,"HOSTS AND HOSTESSES, RESTAURANT, LOUNGE, AND COFFEE SHOP",35,Level IV,42890.0,SOUTH CAROLINA,Bachelor's,11,2022,Denied,718
2022-11-02,MICHIGAN,37-2011,"Janitors and Cleaners, Except Maids and House Keepers",37,Level I,24294.0,ILLINOIS,Unknown,11,2022,Denied,720
2022-11-02,MICHIGAN,37-2011,"Janitors and Cleaners, Except Maids and House Keepers",37,Level I,24294.0,ILLINOIS,Unknown,11,2022,Denied,720
2022-11-02,MICHIGAN,37-2011,"Janitors and Cleaners, Except Maids and House Keepers",37,Level I,24294.0,ILLINOIS,Unknown,11,2022,Denied,720
2022-11-03,MICHIGAN,37-2011,"Janitors and Cleaners, Except Maids and House Keepers",37,Level I,24294.0,ILLINOIS,Unknown,11,2022,Denied,719
2022-11-02,MICHIGAN,37-2011,"Janitors and Cleaners, Except Maids and House Keepers",37,Level I,24294.0,ILLINOIS,Unknown,11,2022,Denied,720
2022-11-02,MICHIGAN,37-2011,"Janitors and Cleaners, Except Maids and House Keepers",37,Level I,24294.0,ILLINOIS,Unknown,11,2022,Denied,720
2022-11-02,MICHIGAN,37-2011,"Janitors and Cleaners, Except Maids and House Keepers",37,Level I,24294.0,ILLINOIS,Unknown,11,2022,Denied,720
2022-11-02,MICHIGAN,37-2011,"Janitors and Cleaners, Except Maids and House Keepers",37,Level I,24294.0,ILLINOIS,Unknown,11,2022,Denied,720
2022-11-02,MICHIGAN,37-2011,"Janitors and Cleaners, Except Maids and House Keepers",37,Level I,24294.0,ILLINOIS,Unknown,11,2022,Denied,720
2022-11-02,MICHIGAN,37-2011,"Janitors and Cleaners, Except Maids and House Keepers",37,Level I,24294.0,ILLINOIS,Unknown,11,2022,Denied,720
2022-11-02,MICHIGAN,37-2011,"Janitors and Cleaners, Except Maids and House Keepers",37,Level I,24294.0,ILLINOIS,Unknown,11,2022,Denied,720
2022-11-02,MICHIGAN,37-2011,"Janitors and Cleaners, Except Maids and House Keepers",37,Level I,24294.0,ILLINOIS,Unknown,11,2022,Denied,720
2022-11-02,MICHIGAN,37-2011,"Janitors and Cleaners, Except Maids and House Keepers",37,Level I,24294.0,ILLINOIS,Unknown,11,2022,Denied,720
2022-11-03,MICHIGAN,37-2011,"Janitors and Cleaners, Except Maids and House Keepers",37,Level I,24294.0,ILLINOIS,Unknown,11,2022,Denied,719
2022-10-27,MISSOURI,37-3011,Landscape Laborer,37,Level I,25085.0,MISSOURI,Unknown,10,2022,Denied,726
2022-11-09,FLORIDA,43-5011.00,CARGO AND FREIGHT AGENT,43,Level I,29848.0,FLORIDA,High School,11,2022,Denied,713
2023-05-21,INDIANA,51-6021,operations manager,51,Unknown,12.5,INDIANA,Associate's,5,2023,Denied,520
2022-10-07,SOUTH CAROLINA,53-3032,DUMP TRUCK DRIVER,53,Level I,33301.0,SOUTH CAROLINA,Unknown,10,2022,Denied,746
2022-09-01,WASHINGTON,,PRINCIPAL,na,Level I,108650.0,WASHINGTON,Master's,9,2022,Denied,782
2022-09-22,UTAH,,TRUCK DRIVER ASSISTAN,na,Unknown,16.0,UTAH,Unknown,9,2022,Denied,761
2022-11-10,ILLINOIS,,TRUCK DRIVER,na,Unknown,1600.0,ILLINOIS,Unknown,11,2022,Denied,712
2022-12-01,FLORIDA,11-3011,ADMINISTRATIVE SERVICES MANAGERS,11,Level IV,116646.0,FLORIDA,Bachelor's,12,2022,Withdrawn,692
2023-01-18,TENNESSEE,11-1021,General and Operations Managers,11,Level I,58386.0,TENNESSEE,Bachelor's,1,2023,Certified,644
2023-02-21,LOUISIANA,41-1011.00,Manager,41,Level IV,46176.0,LOUISIANA,Unknown,2,2023,Certified,610
2023-01-09,FLORIDA,43-9199.00,Assistant Restaurant Manager,43,Level I,27061.0,FLORIDA,High School,1,2023,Certified,653
2022-10-27,TEXAS,51-3011,BAKERS,51,Level IV,29203.0,TEXAS,High School,10,2022,Certified,727
2021-11-23,COLORADO,13-2011,ACCOUNTANTS,13,Level III,88650.0,COLORADO,Master's,11,2021,Certified,1067
2022-12-08,NORTH CAROLINA,13-2054.00,Financial Risk Specialists,13,Level IV,153171.0,NORTH CAROLINA,Master's,12,2022,Certified,687
2023-03-13,VIRGINIA,15-1133,"Software Developers, Systems Software",15,Level I,77189.0,MARYLAND,Bachelor's,3,2023,Certified,592
2022-12-19,TEXAS,15-1212.00,Information Security Analysts,15,Level II,109990.0,NEW JERSEY,Bachelor's,12,2022,Certified,676
2023-01-18,INDIANA,15-1252.00,Software Developers,15,Level II,91603.0,VIRGINIA,Bachelor's,1,2023,Certified,646
2023-02-02,CALIFORNIA,15-2051.00,Data Scientists,15,Level IV,179878.0,CALIFORNIA,Master's,2,2023,Certified,631
2023-03-14,CALIFORNIA,17-2071,Electrical Engineers,17,Unknown,110374.0,CALIFORNIA,Master's,3,2023,Certified,591
2022-12-07,TEXAS,17-2112,Industrial Engineer,17,Level I,89066.0,TEXAS,Bachelor's,12,2022,Certified,688
2023-01-26,FLORIDA,23-1011.00,Associate Attorney,23,Level I,67974.0,FLORIDA,Other,1,2023,Certified,638
2022-12-07,FLORIDA,31-9091,Dental Assistants,31,Level I,31782.0,FLORIDA,High School,12,2022,Certified,688
2022-12-07,FLORIDA,31-9091,Dental Assistants,31,Level I,31782.0,FLORIDA,High School,12,2022,Certified,688
2023-02-22,FLORIDA,43-4081,"Hotel, Motel, and Resort Desk Clerks",43,Level I,21424.0,FLORIDA,Unknown,2,2023,Certified,611
2023-03-15,FLORIDA,43-4081,"Hotel, Motel, and Resort Desk Clerks",43,Level I,21424.0,FLORIDA,Unknown,3,2023,Certified,590
2023-01-11,WASHINGTON,15-1199,Computer Systems EngineersArchitects,15,Level IV,119475.0,WASHINGTON,Master's,1,2023,Certified,656
2023-01-18,CALIFORNIA,15-1252.00,Software Developers,15,Level I,80122.0,CALIFORNIA,Bachelor's,1,2023,Certified,649
2023-01-18,DISTRICT OF COLUMBIA,23-1011,Senior Associate International Arbitration,23,Level II,118269.0,FLORIDA,Other,1,2023,Certified,649
2023-01-27,COLORADO,35-2014,cook,35,Level I,29848.0,COLORADO,Unknown,1,2023,Certified,640
2022-04-04,NEW HAMPSHIRE,13-1071,Production Team Coordinator,13,Level I,49317.0,MASSACHUSETTS,Unknown,4,2022,Denied,939
2021-09-28,OHIO,29-1063,"Internists, General",29,Unknown,208000.0,OHIO,Other,9,2021,Denied,1127
2021-11-01,PENNSYLVANIA Andrew's Lawn and Landscaping,37-1012,Landscape Foreman,37,Level IV,67558.0,PENNSYLVANIA,Unknown,11,2021,Denied,1093
2019-04-30,TEXAS EL PASO,53-3032,Commercial Truck Driver,53,Level IV,45760.0,TEXAS,High School,4,2019,Denied,2009
2023-04-11,ILLINOIS,13-2051.00,Financial and Investment Analysts,13,Level IV,161429.0,NEW YORK,Bachelor's,4,2023,Certified,568
2023-03-20,TEXAS,15-1252.00,Software Developers,15,Level II,98904.0,TEXAS,Master's,3,2023,Certified,590
2022-11-17,ALABAMA,17-2112,Industrial Engineers,17,Level I,56701.0,ALABAMA,Bachelor's,11,2022,Certified,713
2023-01-26,TENNESSEE,29-1069,Hematology Oncologist Physician,29,Unknown,208000.0,TENNESSEE,Other,1,2023,Certified,643
2023-01-23,VIRGINIA,31-1011,Home Health Aide,31,Level I,24378.0,VIRGINIA,Unknown,1,2023,Certified,646
2023-01-11,FLORIDA,41-9031,Sales Engineers,41,Level III,119933.0,TEXAS,Bachelor's,1,2023,Certified,658
2023-01-20,NEW YORK,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",43,Level I,44824.0,NEW YORK,Associate's,1,2023,Certified,649
2023-03-31,GEORGIA,51-3022.00,Poultry Cutter and Trimmer,51,Level I,28142.0,NORTH CAROLINA,Unknown,3,2023,Certified,579
2022-12-22,ILLINOIS,11-2021,Marketing Managers,11,Unknown,160794.0,NEW YORK,Bachelor's,12,2022,Denied,679
2023-04-19,NEW JERSEY,11-9199.02,Compliance Managers,11,Level IV,182437.0,NEW JERSEY,Bachelor's,4,2023,Certified,561
2023-03-02,WASHINGTON,13-1051,Cost Estimators,13,Level IV,119267.0,CALIFORNIA,Master's,3,2023,Certified,609
2023-01-18,NEW YORK,13-2051,Financial and Investment Analysts,13,Level IV,123698.0,FLORIDA,Bachelor's,1,2023,Certified,652
2023-04-28,NEW JERSEY,15-1211.00,Computer Systems Analysts,15,Level IV,138590.0,NEW JERSEY,Bachelor's,4,2023,Certified,552
2023-04-19,NEW JERSEY,15-2051.02,Clinical Data Managers,15,Level IV,153525.0,NEW JERSEY,Master's,4,2023,Certified,561
2023-04-18,NEW JERSEY,19-1042,"Medical Scientists, Except Epidemiologists",19,Level I,67787.0,NEW JERSEY,Master's,4,2023,Certified,562
2023-01-06,MASSACHUSETTS,41-2031,Retail Salespersons,41,Level II,32781.0,MASSACHUSETTS,High School,1,2023,Certified,664
2023-02-16,ILLINOIS,53-3032,Heavy and TractorTrailer Truck Driver,53,Level II,46446.0,ILLINOIS,Unknown,2,2023,Certified,623
2022-07-12,ILLINOIS,17-2141,Mechanical Engineers,17,Level II,78208.0,ILLINOIS,Master's,7,2022,Withdrawn,843
2022-05-18,MICHIGAN,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,23005.0,MICHIGAN,Unknown,5,2022,Denied,898
2023-02-02,NEW JERSEY,13-1082.00,Project Management Specialists,13,Level III,116002.0,NEW JERSEY,Master's,2,2023,Certified,641
2023-03-17,MINNESOTA,13-1082.00,Project Management Specialists,13,Level IV,112528.0,MINNESOTA,Bachelor's,3,2023,Certified,598
2023-03-02,NEW YORK,13-2011,Accountants and Auditors,13,Level IV,131206.0,NEW YORK,Master's,3,2023,Certified,613
2023-03-31,MINNESOTA,15-1252.00,Software Developers,15,Level IV,130998.0,MINNESOTA,Bachelor's,3,2023,Certified,584
2023-03-23,SOUTH CAROLINA,25-2031.00,HIGH SCHOOL SCIENCE TEACHER,25,Level I,37980.0,SOUTH CAROLINA,Bachelor's,3,2023,Certified,592
2023-04-04,NEW YORK,39-5092,Manicurists and Pedicurists,39,Level I,27498.0,NEW YORK,High School,4,2023,Certified,580
2023-04-26,ILLINOIS,39-5092,Manicurists and Pedicurists,39,Level I,24232.0,ILLINOIS,High School,4,2023,Certified,558
2023-04-21,CALIFORNIA,41-1011,FirstLine Supervisors of Retail Sales Workers,41,Level II,47237.0,CALIFORNIA,Associate's,4,2023,Certified,563
2023-03-12,PENNSYLVANIA CLEMENS FOOD GROUP LLC,51-3023.00,Packers,51,Level I,35880.0,MICHIGAN,Unknown,3,2023,Denied,603
2023-04-28,VIRGINIA,15-1252.00,Software Developers,15,Level IV,157061.0,VIRGINIA,Bachelor's,4,2023,Certified,564
2023-05-24,NEW JERSEY,15-1252.00,software Developer applications,15,Level I,85197.0,NEW JERSEY,Master's,5,2023,Certified,538
2023-01-10,CALIFORNIA,23-1011.00,Attorney At Law,23,Level I,94203.0,CALIFORNIA,Other,1,2023,Certified,672
2023-05-07,VIRGINIA,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",53,Level I,25730.0,VIRGINIA,Unknown,5,2023,Certified,555
2023-05-07,VIRGINIA,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",53,Level I,25730.0,VIRGINIA,Unknown,5,2023,Certified,555
2023-05-08,VIRGINIA,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",53,Level I,25730.0,VIRGINIA,Unknown,5,2023,Certified,554
2023-05-07,VIRGINIA,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",53,Level I,25730.0,VIRGINIA,Unknown,5,2023,Certified,555
2023-05-08,VIRGINIA,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",53,Level I,25730.0,VIRGINIA,Unknown,5,2023,Certified,554
2023-05-08,VIRGINIA,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",53,Level I,25730.0,VIRGINIA,Unknown,5,2023,Certified,554
2023-03-01,MASSACHUSETTS,15-1252.00,Software Applications Developer,15,Level II,108181.0,MASSACHUSETTS,Master's,3,2023,Certified,623
2023-03-01,MASSACHUSETTS,15-1252.00,Software Applications Developer,15,Level II,108181.0,MASSACHUSETTS,Master's,3,2023,Certified,623
2023-03-06,MASSACHUSETTS,15-1252.00,Software Applications Developer,15,Level II,108181.0,MASSACHUSETTS,Master's,3,2023,Certified,618
2023-03-06,MASSACHUSETTS,15-1252.00,Software Applications Developer,15,Level II,108181.0,MASSACHUSETTS,Master's,3,2023,Certified,618
2023-03-01,MASSACHUSETTS,15-1252.00,Software Applications Developer,15,Level II,108181.0,MASSACHUSETTS,Master's,3,2023,Certified,623
2023-03-14,CALIFORNIA,15-2051.00,Data Scientists,15,Level II,130416.0,CALIFORNIA,Master's,3,2023,Certified,610
2022-09-22,OHIO,47-4091.00,PAVER,47,Level II,26603.0,OHIO,Unknown,9,2022,Certified,783
2022-09-22,OHIO,47-4091.00,PAVER,47,Level II,26603.0,OHIO,Unknown,9,2022,Certified,783
2022-09-22,OHIO,47-4091.00,PAVER,47,Level II,26603.0,OHIO,Unknown,9,2022,Certified,783
2022-11-03,TEXAS,11-3031,Financial Managers,11,Level IV,195312.0,TEXAS,Bachelor's,11,2022,Denied,742
2022-09-12,FLORIDA,11-3131,Training and Development Managers,11,Level II,94349.0,FLORIDA,Bachelor's,9,2022,Denied,794
2022-07-29,TEXAS,11-2021,Business Development Specialist,11,Level I,82077.0,TEXAS,Bachelor's,7,2022,Denied,839
2022-07-27,CALIFORNIA,11-9021,Construction Project Manager,11,Level I,61048.0,FLORIDA,Bachelor's,7,2022,Denied,841
2022-07-29,TEXAS,11-2021,Marketing Managers,11,Level III,163259.0,TEXAS,Bachelor's,7,2022,Certified,839
2022-08-29,WASHINGTON,11-3021,Computer and Information Systems Managers,11,Unknown,103290.0,WASHINGTON,Unknown,8,2022,Denied,808
2022-11-15,WASHINGTON,11-2021,Marketing Managers,11,Level II,169790.0,CALIFORNIA,Master's,11,2022,Denied,730
2022-11-18,WASHINGTON,11-2021,Marketing Managers,11,Level II,169790.0,CALIFORNIA,Master's,11,2022,Denied,727
2022-11-18,WASHINGTON,11-2021,Marketing Managers,11,Level II,169790.0,CALIFORNIA,Master's,11,2022,Denied,727
2022-11-18,WASHINGTON,11-2021,Marketing Managers,11,Level II,169790.0,CALIFORNIA,Master's,11,2022,Denied,727
2022-11-18,WASHINGTON,11-2021,Marketing Managers,11,Level II,169790.0,CALIFORNIA,Master's,11,2022,Denied,727
2022-11-18,WASHINGTON,11-2021,Marketing Managers,11,Level II,169790.0,CALIFORNIA,Master's,11,2022,Denied,727
2022-11-18,WASHINGTON,11-2021,Marketing Managers,11,Level II,169790.0,CALIFORNIA,Master's,11,2022,Denied,727
2022-11-18,WASHINGTON,11-2021,Marketing Managers,11,Level II,169790.0,CALIFORNIA,Master's,11,2022,Denied,727
2022-11-18,WASHINGTON,11-2021,Marketing Managers,11,Level II,169790.0,CALIFORNIA,Master's,11,2022,Denied,727
2022-11-15,WASHINGTON,11-2021,Marketing Managers,11,Level II,169790.0,CALIFORNIA,Master's,11,2022,Denied,730
2022-09-13,FLORIDA,11-1011,Vice President Business Development and Sales,11,Level II,202946.0,FLORIDA,Bachelor's,9,2022,Denied,793
2022-12-06,CALIFORNIA,11-1021,General and Operations Managers,11,Level II,101712.0,CALIFORNIA,Master's,12,2022,Denied,709
2023-01-05,NEW YORK,11-2021.00,Marketing Manager,11,Level I,123469.0,NEW YORK,Bachelor's,1,2023,Denied,679
2022-07-26,CONNECTICUT CT,11-9051.00,Food Service Managers,11,Level III,97614.0,CONNECTICUT,High School,7,2022,Denied,842
2022-10-28,NEW YORK,13-1111.00,Management Analyst,13,Level II,92248.0,NEW YORK,Master's,10,2022,Denied,748
2022-11-03,TEXAS,13-1161,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,13,Level II,66061.0,TEXAS,Bachelor's,11,2022,Denied,742
2022-08-03,NEW YORK,13-2011,Accountants,13,Level III,105706.0,NEW YORK,Bachelor's,8,2022,Denied,834
2022-10-05,NEW YORK,13-2011,Staff Accountant,13,Level I,66310.0,NEW YORK,Bachelor's,10,2022,Denied,771
2022-11-15,CALIFORNIA,13-2011.00,Accountants,13,Level I,52416.0,CALIFORNIA,High School,11,2022,Denied,730
2022-12-05,NEW YORK,13-2011.00,Accountants and Auditors,13,Level IV,131206.0,NEW YORK,Bachelor's,12,2022,Denied,710
2022-11-30,NEW YORK New York,13-2099,Financial Quantitative Analysts,13,Level I,70845.0,NEW YORK,Master's,11,2022,Denied,715
2022-10-06,FLORIDA,15-1121,Computer Systems Analysts,15,Level II,74194.0,FLORIDA,Master's,10,2022,Denied,770
2022-11-02,FLORIDA,15-1121,Senior Application Specialist,15,Level IV,111862.0,FLORIDA,Bachelor's,11,2022,Denied,743
2022-11-07,CALIFORNIA,15-1121,Computer Systems Analysts,15,Level III,133973.0,CALIFORNIA,Master's,11,2022,Denied,738
2022-08-02,CALIFORNIA CALIFORNIA,15-1131,COMPUTER PROGRAMMER,15,Level I,65083.0,CALIFORNIA,Bachelor's,8,2022,Denied,835
2022-08-02,CALIFORNIA CALIFORNIA,15-1131,COMPUTER PROGRAMMER,15,Level I,65083.0,CALIFORNIA,Bachelor's,8,2022,Denied,835
2022-11-01,GEORGIA,15-1132,"Software Developers, Applications",15,Level III,100443.0,MISSOURI,Bachelor's,11,2022,Denied,744
2021-11-05,WASHINGTON,15-1132,"Software Developers, Applications",15,Level I,97760.0,WASHINGTON,Bachelor's,11,2021,Denied,1105
2022-07-01,WASHINGTON,15-1132,"Software Developers, Applications",15,Level II,119350.0,WASHINGTON,Master's,7,2022,Denied,867
2022-08-26,ILLINOIS IL,15-1132,"Software Developers, Applications",15,Level I,72883.0,ILLINOIS,Bachelor's,8,2022,Denied,811
2022-11-04,NEW JERSEY,15-1132,"Software Developers, Applications",15,Level III,123614.0,NEW JERSEY,Master's,11,2022,Denied,741
2022-11-07,VIRGINIA,15-1132,Pega Senior System Architect,15,Level III,101629.0,VIRGINIA,Master's,11,2022,Denied,738
2022-11-10,NEW YORK,15-1132,"Software Developers, Applications",15,Level I,61859.0,FLORIDA,Bachelor's,11,2022,Denied,735
2023-01-02,NEW MEXICO,15-1132,Software Engineer 2,15,Level I,59155.0,NEW MEXICO,Bachelor's,1,2023,Denied,682
2022-09-08,MASSACHUSETTS,15-1133,Machine Learning Engineer,15,Level I,79955.0,MASSACHUSETTS,Bachelor's,9,2022,Denied,798
2022-12-02,ILLINOIS,15-1133,Senior Software Engineer,15,Level IV,113838.0,VIRGINIA,Bachelor's,12,2022,Denied,713
2022-12-12,GEORGIA,15-1133,"Software Developers, Systems Software",15,Level IV,122616.0,GEORGIA,Bachelor's,12,2022,Denied,703
2022-11-02,OHIO,15-1143,Computer Network Architects,15,Level IV,137218.0,TEXAS,Bachelor's,11,2022,Denied,743
2022-10-06,NEW JERSEY,15-1199,Software Quality Assurance Engineers and Testers,15,Unknown,102332.0,ILLINOIS,Bachelor's,10,2022,Denied,770
2022-11-21,RHODE ISLAND,15-1199,"Computer Occupations, All Other",15,Level IV,114234.0,TEXAS,Bachelor's,11,2022,Denied,724
